	Top	Gene	logFC.vs.2	logFC.vs.3	logFC.vs.4	logFC.vs.5	logFC.vs.6	logFC.vs.7	FDR.vs.2	FDR.vs.3	FDR.vs.4	FDR.vs.5	FDR.vs.6	FDR.vs.7
10743	14	RPL23	0.221858260358432	2.40932889075022	0.755835979201127	0.952535419054949	1.73893274411966	1.83869507654002	2.40375463807702e-06	1.32957539524533e-308	1.34392577684717e-51	1.39932731358919e-52	5.8489468096947e-129	7.27005083184832e-120
1116	16	KISS1	3.48341714019907	5.00305400195816	4.88338137020111	3.27912453881231	5.00305400195816	5.00305400195816	2.71945388577424e-136	4.92672103070957e-164	1.02704306129029e-151	3.74053859899012e-67	1.31082045661657e-110	8.53096719692448e-89
7182	16	MALAT1	0.628518327987436	4.60003521776264	0.180830230156392	0.698133825818765	0.42015626825567	0.228390446635091	3.73406778504898e-14	2.04590751579878e-302	0.0527395731921994	6.43151625868951e-11	0.000315025365300144	0.0864117404230596
4628	17	RPS12	0.923976564040765	2.00672112475185	1.01982756333849	1.07051199736646	1.77527931883831	1.75842885849881	2.34536040681788e-98	2.75915687015123e-301	6.14125375563057e-103	9.82958348395071e-79	6.87648746406151e-157	2.86440280271356e-136
7313	17	PPME1	2.65676155828212	2.49942911878486	2.95760406222464	2.01002548248403	2.73495758988073	2.80693603385707	3.55603544475043e-131	1.62825852118771e-110	2.54838388835798e-125	6.40195512851407e-48	2.59513710261147e-80	6.62616738337628e-66
865	18	RPS27	0.900542057350701	1.46074794636714	1.54816917062749	1.56754609326442	1.4968207201263	1.6339547852621	6.87524570065202e-80	3.78664934016584e-168	2.38526029375446e-167	4.02918609369946e-119	4.4443020932762e-104	3.55246620125555e-103
9887	18	RPS2	0.26426383205493	1.58385680144149	0.355964132896508	0.494077293972501	1.68095102058047	1.8215205203892	3.94190398942396e-10	1.14147811074914e-220	8.61240066787895e-16	3.97733196551831e-20	3.70528912887136e-146	4.75799284733313e-143
10747	19	RPL19	0.329234365224133	1.9743314118925	1.03404813393717	1.07172872161222	1.35167073216829	1.38676077559102	7.89408232253352e-16	3.23329917397178e-291	4.93395594367036e-108	1.10604253462384e-78	1.00113756297241e-108	1.17604914690858e-97
4688	21	AKAP12	2.02934322592997	2.30326558245656	2.63538439100074	2.65228717168266	3.06197762695756	4.7677370974128	1.53491833168322e-116	4.47209274180153e-129	2.4479405696618e-140	1.19508844725506e-92	1.31082045661657e-110	4.38920177394819e-139
6320	21	RPS6	0.539437325571601	2.00656203894075	0.733829209184166	0.781256040592992	1.56275588374722	1.64598743236917	2.03004234272012e-36	2.74247430076301e-280	4.50001533138628e-56	4.29635270238358e-43	2.46651745531927e-125	1.44772929399552e-116
1335	22	RPS7	0.712508953825865	1.3884766896268	1.05239746850353	1.1468434517647	1.56334505789414	1.71396227629672	1.08803979136592e-67	1.588827786304e-190	1.31165532450504e-115	8.74261238783334e-92	6.67551844410325e-140	9.26346293803746e-138
4307	22	RPS18	0.366667449404172	1.62494189647753	1.01008912637917	1.1439984023265	0.793136774854865	0.937434679044688	2.50348547320135e-22	3.66443258016671e-271	4.80637469206237e-122	1.37348472192136e-106	6.55103466987306e-52	3.61238671220828e-61
11881	23	RPL36	0.649411611708973	1.77740912610814	0.765008943596364	0.875224930942933	1.74764723040496	1.59132015472284	1.26511814953048e-44	9.6986990757897e-211	1.32752488065718e-52	1.30313480369841e-44	4.02230264086653e-130	2.75991355202149e-97
7323	26	RPS3	0.996218280933984	0.630252127951251	1.10130832421697	1.02801944485637	1.55651346403997	1.64084616343663	2.36647005093276e-106	1.44015198667256e-46	9.38251812403466e-111	1.22329686590175e-68	8.55504029336598e-124	8.47999334674508e-116
8181	26	ARHGDIB	2.54855515042057	3.31599308691139	2.80750637940057	2.10980044524575	3.31051878566509	2.47777599125352	2.66615901420806e-113	2.05155313149553e-136	1.46629503639633e-107	4.1960657378725e-43	5.68211773095176e-91	1.03929853507345e-51
8668	27	RPLP0	0.947397322791961	0.218667608027818	0.911328416832432	0.753180942653193	1.1933934305146	1.2369332481876	8.41378801684975e-109	8.70803667121424e-08	4.83627537889842e-90	1.86854279691967e-44	1.07504835542544e-91	7.77725053729388e-84
10659	27	RPL23A	0.323841756629326	1.84031512914076	1.10502231736833	1.03958338710472	1.61657348134248	1.59085440999822	4.91186607085789e-13	1.77336570116873e-228	1.14644466515344e-101	4.04858393279728e-62	6.52946340797198e-121	1.40820627346748e-100
8389	29	RPL41	0.180153823816464	0.835091974152055	0.709766106475689	0.875955394539185	1.29925781794663	1.1381414207049	3.49545162776505e-06	1.2140293886625e-96	1.54304628415145e-66	6.31587384953681e-67	6.43654346466539e-118	7.13237032544074e-84
11855	30	EEF2	0.810320361182716	2.39715145017794	0.870994784089977	0.84671319833582	2.02036653560144	2.24247964763772	4.94965746754991e-47	2.91686839412514e-220	2.51375340411425e-46	6.08002171662018e-29	2.22719986514755e-114	9.42838229453037e-109
3295	31	RPL34	0.593933847791551	1.72237955441167	0.601167486546358	0.729853317572544	1.66384674368868	1.77382427961666	2.98173011577214e-36	1.21577662822482e-195	7.42073204391074e-33	3.6963386446231e-31	1.55547679144094e-116	2.08571321779031e-107
3627	31	PIK3R1	2.93880750604857	0.794853543184198	2.74230405946496	2.51753309961198	0.49893201400365	0.382266894011567	1.21086721013063e-99	1.98039289763588e-13	2.23261078136901e-78	3.90832376497521e-41	0.000235082759415341	0.0140313471931597
6097	31	RPL30	0.591089895975976	0.843131627579059	1.22926139197452	1.2730266711154	0.558765944745497	0.459419642017346	5.68681750972796e-46	1.38452225537397e-83	3.21573465019699e-141	9.44787858857558e-104	8.57963090197367e-24	1.39476322828407e-14
12725	32	RPS5	0.170548483149413	1.06126723254305	1.38116227887964	1.29502352356696	1.46732238516172	1.5463230345586	0.00012472092629368	2.49886799348395e-115	7.36198601258611e-159	6.1946206412766e-100	1.3681021958354e-114	1.92323347079457e-107
3935	33	RPS14	0.498844340973386	0.794218462687891	1.0878181475038	1.12211662262451	1.20237576479898	1.35305043413797	9.51940856401296e-39	1.27721755375173e-87	5.76679830108288e-134	6.13190680210942e-100	4.15858269839158e-102	3.82671397736416e-108
8495	35	NAP1L1	0.973688697802716	1.22319455692021	1.15422615769252	1.08472180272407	1.86324603380227	2.09367847789254	6.95269211343354e-70	3.7081096610331e-95	1.50703596333309e-80	1.14754946198671e-47	1.10146835871898e-110	3.02913651057769e-107
